pathway	pval	padj	log2err	ES	NES	size	Ontology_Source	GROUP
REACTOME_2_LTR_CIRCLE_FORMATION	0.248291571753986	0.550373713572323	0.130777137971974	0.664862362923558	1.23026873007029	7	REACTOME	Day7
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT	0.166666666666667	0.484934086629002	0.143758989039275	-0.846774564048857	-1.33763747575637	5	REACTOME	Day7
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.187290969899666	0.508549294367282	0.128788713061714	-0.798968400519103	-1.35187727646173	9	REACTOME	Day7
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.159763313609467	0.48122866894198	0.276500599254472	0.513612232090307	1.29399673585417	101	REACTOME	Day7
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.957055214723926	0.97558169588542	0.0678338263479455	0.258662231646109	0.541174851976199	18	REACTOME	Day7
REACTOME_ABC_TRANSPORTER_DISORDERS	0.100475509788153	0.424138422466384	0.287805130535564	0.59927022970282	1.45542952805268	76	REACTOME	Day7
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	0.148809523809524	0.471529473317056	0.199915231309662	0.663662162463723	1.42856767749924	20	REACTOME	Day7
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	0.344725111441308	0.643559603648859	0.083129129135339	-0.650042886746803	-1.14388753950133	17	REACTOME	Day7
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.598845598845599	0.797076526225279	0.0542315935495841	-0.506045164782511	-0.897980341234711	24	REACTOME	Day7
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.602006688963211	0.797305834097036	0.0609039347452418	-0.534638388327457	-0.904623371630741	9	REACTOME	Day7
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS	0.92	0.956168341265914	0.0543434390269162	0.342570327111722	0.585021013524179	5	REACTOME	Day7
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.274809160305344	0.58102435947205	0.09754492162472	-0.714187603129967	-1.23565083826987	15	REACTOME	Day7
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	0.840197693574959	0.918687499344169	0.044774889329693	-0.366615175814549	-0.625892444917328	10	REACTOME	Day7
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.628158844765343	0.814389439923977	0.0995791200495904	0.376000586141484	0.854778765995051	32	REACTOME	Day7
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5	0.01947316663168	0.218014800332939	0.352487857583619	-0.95251990775913	-1.54514428474774	6	REACTOME	Day7
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	0.0988467874794069	0.424138422466384	0.181383128498408	-0.862630200167517	-1.47269878788511	10	REACTOME	Day7
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN	0.0339148163399446	0.289493874282952	0.321775918075361	-0.950319022635308	-1.56236258997751	7	REACTOME	Day7
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K	0.0610412926391382	0.371584528029614	0.245041785430996	-0.91418772980476	-1.48296317419493	6	REACTOME	Day7
