pathway	pval	padj	log2err	ES	NES	size	Ontology_Source	GROUP
REACTOME_2_LTR_CIRCLE_FORMATION	0.0361713795316458	0.366624856884681	0.321775918075361	-0.897923957412916	-1.55714354728737	7	REACTOME	Day_Day3_Day0
REACTOME_ABACAVIR_METABOLISM	0.350194552529183	0.754562847991057	0.09754492162472	0.733729588599648	1.16684334552005	5	REACTOME	Day_Day3_Day0
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT	0.418287937743191	0.768472906403941	0.0873098257637931	0.693503058284837	1.10287146822288	5	REACTOME	Day_Day3_Day0
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.311411992263056	0.728488214908939	0.104343952581949	0.70046385040893	1.20135848226696	10	REACTOME	Day_Day3_Day0
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.935960591133005	0.965359045138214	0.0583452776743612	-0.276611755664368	-0.688473340865976	101	REACTOME	Day_Day3_Day0
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.544871794871795	0.811326593769342	0.0780892306943345	-0.475368704656984	-0.936947772953758	18	REACTOME	Day_Day3_Day0
REACTOME_ABC_TRANSPORTER_DISORDERS	0.357314148681055	0.760089985744832	0.109250039480711	-0.437589594581221	-1.06364956094738	75	REACTOME	Day_Day3_Day0
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	0.939524838012959	0.966769140682184	0.0520570030732099	-0.283846349444578	-0.565158056575765	20	REACTOME	Day_Day3_Day0
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	0.575757575757576	0.827877356802977	0.0758886900606117	-0.455828715040304	-0.896204407910786	17	REACTOME	Day_Day3_Day0
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.448123620309051	0.781086980650412	0.0905428948469474	-0.501421509404464	-1.02277298821217	24	REACTOME	Day_Day3_Day0
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.259713701431493	0.705679862306368	0.119887845115423	-0.682388539759737	-1.23718507703286	9	REACTOME	Day_Day3_Day0
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS	0.0301973338022249	0.342200891768049	0.352487857583619	-0.916173962444191	-1.50129179573818	5	REACTOME	Day_Day3_Day0
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.266666666666667	0.708732340950033	0.121543282035469	-0.612916312291179	-1.1788850039007	15	REACTOME	Day_Day3_Day0
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	0.0762886597938144	0.473268337079581	0.234392647294686	-0.79427478227596	-1.45386191903183	10	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.657193605683837	0.849205356025529	0.0596037042575973	0.413056980140938	0.860180012222032	32	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5	0.0197685053705962	0.260478586194317	0.352487857583619	-0.914663926103737	-1.53639706048025	6	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	0.414432989690722	0.768472906403941	0.0911073131586733	-0.5694546155445	-1.05753384808691	11	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN	0.476987447698745	0.782275711159737	0.0840745577910723	-0.595147115841705	-1.0320801482897	7	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K	0.463740458015267	0.782275711159737	0.0806388495950661	0.627129574984017	1.03495913520157	7	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS	0.314928425357873	0.728664416586307	0.107140237276725	-0.658697870883436	-1.19423338559765	9	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K	0.302457466918715	0.722192666557538	0.104732821580651	0.740651006267056	1.2063083292312	6	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS	0.586134453781513	0.829267563378667	0.0734381410838857	-0.511198857483414	-0.908884452041881	8	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	0.572093023255814	0.827877356802977	0.0799858801499946	-0.400893560147554	-0.913906986978556	51	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.445255474452555	0.780445969125214	0.080419996876154	0.517169132029017	1.02994802629609	23	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	0.36043956043956	0.760800025171217	0.103197466945307	-0.527180968873549	-1.08357547485161	25	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.354838709677419	0.757248135563303	0.111918316325105	-0.426617637524265	-1.06824323531118	107	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.00382319998464891	0.130340388035526	0.431707695803346	-0.851464445353484	-1.83957719859611	36	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	0.464516129032258	0.782275711159737	0.0870515867946735	-0.525521189574065	-1.0107889726495	15	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.345622119815668	0.751509312281956	0.108820126769161	-0.522721903744461	-1.09761639215538	30	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_C3_AND_C5	0.052930056710775	0.439965404429737	0.271288554688953	0.913840582586634	1.48838453878542	6	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	0.185255198487713	0.627682403433476	0.13880510939114	0.809590666208183	1.31859128746344	6	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	0.00923807586562246	0.194748626356365	0.380730400722792	0.762870253535859	1.65689637414088	43	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.67962962962963	0.860569985569985	0.059989249649033	0.440137714314049	0.8269011172041	17	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.120181405895692	0.549803499112255	0.193813302725311	-0.667369133046253	-1.3825704801312	27	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	0.0162500779734104	0.247329559549411	0.352487857583619	0.791176972425885	1.61505485337183	28	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7	0.152719665271967	0.58970959857492	0.163180127180689	-0.78298176438571	-1.35781542745521	7	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	0.0524724139636404	0.439965404429737	0.321775918075361	-0.601951795491028	-1.47188458209747	90	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA	0.577868852459016	0.827877356802977	0.0728938564822936	-0.575839961676403	-0.943602247565113	5	REACTOME	Day_Day3_Day0
