pathway	pval	padj	log2err	ES	NES	size	Ontology_Source	GROUP
REACTOME_2_LTR_CIRCLE_FORMATION	0.302658486707566	0.641891345064397	0.109684061970549	0.632846219883763	1.17330888344657	7	REACTOME	Day3
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.416206261510129	0.691303020454792	0.0845557442441281	-0.618622542338041	-1.05796615787424	8	REACTOME	Day3
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.129807692307692	0.574406635608159	0.276500599254472	0.463384328892412	1.2760716610587	100	REACTOME	Day3
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.783193277310924	0.848745552856545	0.0488970772260102	-0.382061436055324	-0.706736731702336	18	REACTOME	Day3
REACTOME_ABC_TRANSPORTER_DISORDERS	0.0658146988914626	0.534989411896692	0.287805130535564	0.518221174463178	1.39118023505737	76	REACTOME	Day3
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	0.74512987012987	0.829408442197566	0.0495901956956338	-0.401585884098782	-0.747718732733818	20	REACTOME	Day3
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	0.65587734241908	0.788860239513685	0.0577308549299813	-0.451625152960925	-0.828042304284406	17	REACTOME	Day3
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.172131147540984	0.602006612700946	0.176694268938498	0.570586042681018	1.29620283735641	24	REACTOME	Day3
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.693430656934307	0.804280275460501	0.0583452776743612	-0.463345762802349	-0.800388573986759	9	REACTOME	Day3
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS	0.107547169811321	0.550416445153287	0.186432558434075	-0.881628380008929	-1.43690415253572	5	REACTOME	Day3
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.932853717026379	0.942564621042268	0.0572461135202884	0.28318149725322	0.601075430687789	15	REACTOME	Day3
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	0.858715596330275	0.891434038169063	0.048701086452153	-0.368601179892049	-0.635651723303991	10	REACTOME	Day3
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.909090909090909	0.923360485165587	0.0373029764832679	-0.309695832038493	-0.605630414071169	32	REACTOME	Day3
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5	0.928571428571429	0.938937416717917	0.0499913914024592	0.31484594353691	0.562413602846482	6	REACTOME	Day3
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	0.46	0.715724933036167	0.0785029047348687	-0.580764585513412	-1.00823260721848	11	REACTOME	Day3
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN	0.233918128654971	0.627019395698641	0.12384217120105	-0.763527190546962	-1.26850669492122	7	REACTOME	Day3
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K	0.738791423001949	0.82611419339105	0.0584693210386381	-0.462536598170799	-0.768447775914085	7	REACTOME	Day3
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS	0.507299270072993	0.731509532426516	0.0736212741014394	-0.56647436061029	-0.978534049705638	9	REACTOME	Day3
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K	0.103515625	0.550416445153287	0.193813302725311	-0.876855920698624	-1.43142347643639	6	REACTOME	Day3
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS	0.476979742173112	0.718397677222509	0.077274697304471	-0.581310566670126	-0.994155344593997	8	REACTOME	Day3
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	0.831715210355987	0.877818351471868	0.0776798560117236	0.299494806926953	0.734130804320964	43	REACTOME	Day3
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.34248788368336	0.660725072497215	0.0880945010398517	-0.607442773312	-1.14055974586458	23	REACTOME	Day3
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	0.0570988178596159	0.528361994309044	0.321775918075361	0.708658613943701	1.60986290830882	24	REACTOME	Day3
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.664556962025316	0.790848246762695	0.0434506826723125	-0.398486273179204	-0.869634683390734	99	REACTOME	Day3
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.0246221238438176	0.415632155754877	0.352487857583619	0.701116828182434	1.68709108621285	36	REACTOME	Day3
