pathway	pval	padj	log2err	ES	NES	size	Ontology_Source	GROUP
REACTOME_2_LTR_CIRCLE_FORMATION	0.150205761316872	0.604100077151989	0.163180127180689	-0.725298576108551	-1.33354351969085	7	REACTOME	Day_Day3_Day0
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT	0.330612244897959	0.651800400903031	0.103958471559957	-0.668230886560923	-1.16262568154259	5	REACTOME	Day_Day3_Day0
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.19622641509434	0.612806207444013	0.134273452883202	0.687029751214276	1.29635245772012	9	REACTOME	Day_Day3_Day0
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.1875	0.612806207444013	0.160801401070022	-0.433178956918327	-1.23540622972239	100	REACTOME	Day_Day3_Day0
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.878464818763326	0.905645757856069	0.0545680646670941	-0.279243543827854	-0.6263372069332	17	REACTOME	Day_Day3_Day0
REACTOME_ABC_TRANSPORTER_DISORDERS	0.287383177570093	0.642342032967033	0.122107920287081	-0.413864561820844	-1.14131933948998	76	REACTOME	Day_Day3_Day0
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	0.550438596491228	0.766153846153846	0.0789209638180035	-0.403760262829837	-0.916286392110527	20	REACTOME	Day_Day3_Day0
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	0.569296375266525	0.774097874443895	0.0756946307932749	-0.406800535413315	-0.912444770027626	17	REACTOME	Day_Day3_Day0
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.2	0.612806207444013	0.14551614609036	-0.533403632050001	-1.24153419911515	24	REACTOME	Day_Day3_Day0
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.161904761904762	0.604100077151989	0.150169802128406	0.735987198557986	1.35269711978654	8	REACTOME	Day_Day3_Day0
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS	0.1875	0.612806207444013	0.140406238523342	0.764259474596739	1.30628145850388	5	REACTOME	Day_Day3_Day0
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.365180467091295	0.674825476169956	0.10027910675413	-0.498484407501412	-1.06924143090554	14	REACTOME	Day_Day3_Day0
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	0.0207612665919255	0.352030270438636	0.352487857583619	-0.846417072116516	-1.64221343500674	9	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.576512455516014	0.776802467271982	0.065981614400873	0.377811943598205	0.905365302672572	32	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5	0.122153209109731	0.604100077151989	0.183023938384487	-0.783322121729712	-1.41119732757093	6	REACTOME	Day_Day3_Day0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	0.686147186147186	0.808051826545511	0.0670512579829467	-0.402235448802934	-0.815326171296412	11	REACTOME	Day_Day3_Day0
