pathway	pval	padj	log2err	ES	NES	size	Ontology_Source	GROUP
REACTOME_2_LTR_CIRCLE_FORMATION	0.523076923076923	0.664105412501909	0.0817515582532145	0.498405119085359	0.960923114242538	7	REACTOME	Day3
REACTOME_ABACAVIR_METABOLISM	0.481835564053537	0.630744544904254	0.0787113806986485	-0.623982974726014	-1.03274872900983	5	REACTOME	Day3
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.763157894736842	0.820933096678379	0.0625237414724762	0.372488521858482	0.74785355963075	9	REACTOME	Day3
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.0152379321256734	0.110718787455448	0.380730400722792	0.508423059519719	1.54821163364974	99	REACTOME	Day3
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.376168224299065	0.543592650080184	0.104343952581949	0.46915601244403	1.06427247833513	17	REACTOME	Day3
REACTOME_ABC_TRANSPORTER_DISORDERS	0.030891786454572	0.165119395110993	0.352487857583619	0.535951949808061	1.58457773117337	76	REACTOME	Day3
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	0.27122641509434	0.460289779362055	0.126875729929857	0.499209757672754	1.15141013393802	20	REACTOME	Day3
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	0.569686411149826	0.698205362116429	0.0655321029282414	-0.436538981107396	-0.889720280239731	17	REACTOME	Day3
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.385714285714286	0.550286615360203	0.103958471559957	0.428829306303044	1.04862960623213	24	REACTOME	Day3
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.5625	0.693596723738568	0.0787113806986485	0.477831435640003	0.933697037839763	8	REACTOME	Day3
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS	0.519832985386221	0.663009737938236	0.0793434960134973	0.559024602912904	0.988741568469901	5	REACTOME	Day3
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.123022847100176	0.312063984215348	0.166933848713193	-0.722939705672651	-1.45120123487174	15	REACTOME	Day3
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	0.446691176470588	0.599809543662826	0.0806388495950661	-0.538772814379882	-1.0069707048175	10	REACTOME	Day3
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.876006441223833	0.900195968200427	0.0418238690062304	-0.304365195797643	-0.656939888923514	31	REACTOME	Day3
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5	0.398148148148148	0.558121574489288	0.0873098257637931	-0.629195398226242	-1.09058317656417	6	REACTOME	Day3
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	0.0706521739130435	0.24939002094206	0.227987202850442	-0.811604929377318	-1.54077398773829	11	REACTOME	Day3
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN	0.0360062458838576	0.184072723032879	0.321775918075361	-0.888675460644843	-1.57837458027022	7	REACTOME	Day3
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K	0.268738574040219	0.45834517012912	0.110122263835536	-0.684444261110836	-1.21563998466356	7	REACTOME	Day3
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS	0.0732600732600733	0.251108540582225	0.224966093540314	-0.823237937627251	-1.52359416036341	9	REACTOME	Day3
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K	0.409259259259259	0.569610171168497	0.0857844408075645	-0.620052024522437	-1.07473498446594	6	REACTOME	Day3
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS	0.223826714801444	0.410130310943326	0.121543282035469	-0.694804872227123	-1.26502543593157	8	REACTOME	Day3
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	0.012293333259054	0.0967275893852754	0.380730400722792	0.633775799927019	1.76441965332288	52	REACTOME	Day3
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.063573883161512	0.245348097238132	0.234392647294686	-0.722546407814998	-1.51530211718306	23	REACTOME	Day3
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	0.0587248322147651	0.234749137472322	0.241339976815091	-0.728056844696519	-1.54414534294036	26	REACTOME	Day3
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.0497742808705821	0.218531463485168	0.321775918075361	0.438763937757948	1.35483281684572	108	REACTOME	Day3
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.0101147660473968	0.0868872946553706	0.380730400722792	0.651348635480923	1.76229706197695	36	REACTOME	Day3
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	0.244288224956063	0.432415057311809	0.11378726182188	-0.609877993554881	-1.22424552203071	15	REACTOME	Day3
